({{integer 1 10010}}, {{integer 1 10003}}, {{integer 1 233}}, {{float 1000 5000 2}}),
(5487, 4946, 141, 2180.54),
(6271, 4553, 132, 4309.20),
(9129, 4695, 156, 3261.97),
(2940, 3081, 178, 1562.05),
(3432, 5770, 205, 4006.64),
(4101, 8470, 17, 2114.38),
(3669, 718, 141, 3667.36),
(2235, 1392, 121, 3638.95),
(1516, 5868, 162, 3964.88),
(4046, 8684, 222, 3163.71),
(683, 4886, 107, 1053.67),
(2137, 4194, 107, 2613.39),
(6480, 7213, 5, 3869.16),
(51, 5013, 15, 2607.08),
(7323, 7965, 176, 4921.21),
(5011, 727, 229, 2482.66),
(6370, 5278, 148, 2261.56),
(809, 2177, 232, 4767.94),
(2854, 6617, 231, 4567.66),
(1447, 5851, 7, 3707.82),
(3319, 5179, 125, 3440.00),
(3312, 6774, 167, 3928.04),
(241, 4962, 84, 2527.70),
(6027, 5150, 6, 3593.05),
(8630, 454, 37, 4121.02),
(6676, 2102, 197, 2742.60),
(2254, 5612, 135, 1943.44),
(8897, 913, 52, 4055.83),
(9227, 7646, 14, 4019.62),
(1812, 627, 105, 3381.43),
(2131, 6212, 43, 3028.39),
(3452, 111, 34, 3656.93),
(3431, 8161, 207, 1092.98),
(3040, 7285, 8, 4982.26),
(2181, 4737, 228, 1766.85),
(12, 3424, 139, 3861.95),
(783, 8122, 186, 1413.33),
(5195, 6897, 219, 3945.72),
(9071, 3719, 104, 3938.75),
(6346, 5096, 176, 3314.11),
(6588, 2598, 191, 4349.59),
(3048, 9710, 28, 2987.58),
(6261, 4675, 190, 4213.37),
(793, 1054, 7, 4241.64),
(1335, 866, 206, 1084.08),
(1394, 3546, 127, 1477.58),
(1262, 7936, 79, 4326.51),
(5745, 4847, 104, 1738.04),
(2729, 2395, 79, 1754.26),
(9239, 9144, 38, 4054.26),
(9602, 5653, 107, 2875.26),
(4911, 9044, 138, 3199.16),
(8008, 2459, 72, 4435.54),
(269, 2141, 49, 2268.31),
(7029, 6443, 59, 2949.94),
(4952, 5040, 94, 2029.60),
(958, 1259, 1, 2740.69),
(1508, 5712, 8, 3373.51),
(2486, 9922, 71, 2117.06),
(2074, 4575, 216, 1539.66),
(3335, 7477, 18, 4031.27),
(9573, 2692, 194, 2858.69),
(6360, 3501, 189, 4392.50),
(2769, 4385, 230, 3079.49),
(9593, 949, 149, 3885.17),
(6908, 5919, 220, 1653.71),
(7574, 392, 98, 2442.01),
(4944, 5817, 64, 4243.85),
(3803, 5371, 57, 3172.40),
(2553, 3490, 170, 2463.37),
(3050, 9240, 210, 4571.63),
(3262, 6137, 1, 2991.64),
(4807, 5249, 210, 1915.49),
(3143, 10, 45, 2284.49),
(7739, 3271, 86, 3733.71),
(5887, 5448, 36, 4949.73),
(3876, 355, 14, 1204.03),
(2544, 9666, 32, 1563.33),
(4728, 6220, 81, 2330.74),
(914, 9222, 28, 1279.97),
(325, 5965, 3, 3297.90),
(4203, 8983, 1, 2694.69),
(8826, 8692, 166, 1622.54),
(6094, 2090, 193, 1489.48),
(8819, 5528, 58, 1921.21),
(1000, 6109, 200, 3063.64),
(7990, 8193, 126, 1274.08),
(1271, 4799, 137, 2710.04),
(8909, 3733, 15, 3745.62),
(9579, 2136, 202, 4213.87),
(1300, 741, 120, 2107.87),
(2710, 1999, 88, 4818.92),
(7891, 759, 212, 2947.16),
(3135, 7951, 183, 1155.30),
(1628, 5849, 150, 1382.46),
(4279, 9151, 10, 3693.35),
(7076, 3590, 220, 2736.50),
(3766, 3432, 143, 1229.46),
(7110, 5453, 12, 2950.17),
(7764, 3672, 174, 4312.94),
(7166, 9953, 75, 4360.29),
(8834, 8427, 77, 3580.81),
(2806, 2316, 110, 3048.25),
(1550, 130, 124, 3009.30),
(6861, 1936, 129, 1799.37),
(4002, 4557, 56, 1143.05),
(4709, 4539, 31, 1705.24),
(8122, 7798, 40, 3614.86),
(4759, 9887, 55, 4189.69),
(9907, 3257, 24, 1731.86),
(1701, 5274, 185, 2941.95),
(2623, 3546, 9, 1271.55),
(3059, 2537, 201, 2753.05),
(1628, 5115, 52, 1274.60),
(9009, 3093, 143, 2594.70),
(2681, 4830, 86, 4213.40),
(8056, 2740, 222, 2842.64),
(2870, 7160, 21, 2372.61),
(44, 5723, 165, 3720.11),
(4989, 8524, 15, 3339.89),
(7944, 4445, 212, 4639.59),
(4570, 5098, 153, 3454.31),
(7703, 2773, 34, 1172.58),
(1318, 1434, 78, 4143.33),
(6592, 9289, 125, 1351.37),
(1682, 5276, 120, 4232.67),
(2091, 3796, 215, 1893.00),
(8169, 9351, 209, 2396.85),
(7788, 8043, 64, 4525.60),
(789, 6661, 26, 1383.24),
(9769, 4487, 232, 2363.95),
(3090, 9970, 85, 4327.13),
(505, 9984, 6, 3705.55),
(4239, 3996, 182, 4557.08),
(8214, 3804, 11, 3923.86),
(2917, 6623, 132, 1031.59),
(4507, 801, 37, 2200.78),
(8825, 6867, 106, 3347.34),
(2147, 2121, 162, 4840.94),
(6321, 2961, 150, 4624.04),
(4390, 7240, 179, 2691.42),
(3086, 1751, 135, 3616.23),
(2652, 3279, 53, 4196.17),
(8573, 6923, 142, 2123.73),
(5434, 7701, 60, 1417.69),
(3529, 8962, 200, 4968.77),
(1592, 8516, 209, 3153.44),
(7176, 8864, 149, 4339.52),
(5680, 213, 168, 3937.96),
(3571, 4961, 125, 1535.13),
(1444, 8943, 66, 2968.93),
(3073, 7675, 160, 3259.07),
(1157, 6045, 44, 2167.70),
(1751, 985, 44, 4433.20),
(5594, 5090, 125, 2882.93),
(38, 4371, 226, 4110.22),
(3482, 418, 97, 2821.90),
(2505, 8050, 81, 4803.17),
(5404, 2679, 135, 3100.34),
(6363, 6009, 34, 3746.91),
(4769, 797, 64, 4685.17),
(4002, 6998, 98, 2954.34),
(5206, 3234, 129, 3584.13),
(9601, 2682, 214, 1161.32),
(258, 6718, 208, 2564.00),
(8161, 1450, 175, 3441.57),
(3948, 2990, 151, 4840.54),
(7066, 8235, 232, 1942.08),
(6178, 1065, 147, 1863.34),
(4337, 3173, 126, 1401.06),
(9308, 3789, 211, 1940.18),
(8707, 6962, 93, 3215.30),
(4215, 6951, 22, 1319.72),
(700, 1918, 48, 2423.26),
(7447, 6965, 52, 1612.58),
(79, 4421, 224, 1416.39),
(2758, 6148, 107, 3038.05),
(4018, 3986, 93, 3873.10),
(3578, 5952, 75, 4175.46),
(9610, 5244, 127, 2413.18),
(6508, 3690, 73, 2226.48),
(4929, 7449, 200, 3846.76),
(6550, 4111, 22, 3371.62),
(1571, 7285, 39, 4479.40),
(8031, 4817, 179, 4889.47),
(3029, 9185, 162, 2810.88),
(4135, 5770, 200, 4374.91),
(3136, 5764, 104, 2802.04),
(9206, 5339, 43, 1970.85),
(3483, 3717, 38, 1717.76),
(1712, 3242, 63, 1522.53),
(5390, 8980, 208, 3175.15),
(8163, 3207, 33, 3443.54),
(3087, 2012, 87, 1065.54),
(9052, 9838, 50, 1780.10),
(9337, 8813, 80, 2219.49),
(4408, 3398, 146, 2960.67),
(1890, 3259, 154, 4825.79),
(3027, 2507, 56, 2966.30),
(2278, 277, 31, 4392.08),
(6455, 7763, 83, 1308.35),
(1560, 7121, 209, 2788.49),
(5487, 2140, 101, 3245.28),
(3461, 3216, 183, 2273.41),
(412, 1492, 106, 1861.55),
(2273, 34, 132, 1630.39),
(6709, 5742, 70, 2215.66),
(6295, 4028, 65, 3214.04),
(7280, 7852, 87, 2918.30),
(6664, 9289, 150, 3767.84),
(683, 175, 85, 2867.40),
(2158, 7765, 219, 1352.86),
(7476, 1447, 204, 2505.85),
(9607, 2504, 42, 1330.86),
(1895, 2650, 24, 4708.49),
(6250, 1896, 86, 1707.43),
(5568, 5991, 19, 1386.15),
(9535, 6116, 153, 3744.41),
(3299, 8157, 46, 1896.94),
(840, 9218, 215, 1494.73),
(6161, 7995, 116, 3736.53),
(3292, 9152, 43, 3520.22),
(1566, 5440, 65, 4967.15),
(6709, 3991, 6, 2273.75),
(1139, 8448, 80, 4778.69),
(4106, 2637, 88, 4725.10),
(4072, 1370, 96, 1989.50),
(618, 5500, 147, 4264.52),
(8613, 1631, 157, 1152.82),
(5909, 3454, 67, 1451.94),
(6868, 7924, 17, 2690.12),
(9192, 7404, 81, 4722.14),
(3959, 4417, 213, 2957.60),
(7004, 67, 210, 4973.23),
(1901, 9159, 42, 2640.89),
(8313, 3440, 145, 3918.36),
(7774, 3083, 91, 3907.14),
(6466, 4711, 24, 3075.55),
(8060, 9482, 202, 4436.75),
(3470, 4412, 177, 2134.48),
(2027, 8197, 197, 3635.52),
(1158, 5915, 35, 4906.33),
(1213, 15, 223, 3374.44),
(1221, 5367, 178, 2173.64),
(6654, 9813, 226, 1053.84),
(3659, 7963, 62, 4962.28),
(7662, 7033, 182, 1095.64),
(5787, 4758, 11, 2623.25),
(3911, 9815, 140, 4099.31),
(3422, 9474, 130, 4386.21),
(5965, 7148, 118, 3970.87),
(8742, 8208, 191, 3741.96),
(1111, 4846, 130, 2980.13),
(7132, 6722, 46, 3803.40),
(8735, 675, 161, 2198.73),
(8253, 5679, 75, 4656.59),
(1365, 5387, 53, 3723.62),
(9882, 4120, 20, 3054.63),
(1307, 1306, 99, 2140.67),
(602, 7953, 111, 2381.06),
(3331, 9724, 71, 2085.65),
(6460, 1616, 213, 3393.76),
(5027, 9400, 122, 1440.76),
(4101, 957, 18, 2920.89),
(9101, 2452, 26, 3953.29),
(7786, 9895, 178, 1682.80),
(3183, 2078, 51, 2554.26),
(1894, 9303, 138, 1217.23),
(3167, 9661, 189, 3293.30),
(261, 7823, 52, 2544.22),
(8867, 4817, 88, 4253.80),
(8687, 2104, 92, 3946.84),
(1914, 8600, 185, 4821.48),
(881, 6044, 154, 3095.03),
(6821, 6286, 164, 2228.53),
(8387, 579, 135, 3310.95),
(1608, 9318, 98, 1750.33),
(6742, 9161, 164, 3751.63),
(7462, 6738, 87, 2874.49),
(8027, 7439, 77, 2710.74),
(2081, 3184, 138, 4640.93),
(9727, 4844, 45, 2187.60),
(9451, 2477, 198, 2989.08),
(555, 4699, 155, 4239.32),
(1751, 6104, 189, 3142.79),
(2768, 3944, 81, 1466.68),
(619, 9262, 176, 4724.13),
(8265, 313, 54, 3625.81),
(4803, 8868, 47, 1197.55),
(432, 385, 232, 2376.11),
(8304, 5531, 217, 3874.72),
(3948, 7396, 205, 3882.09),
(8579, 5181, 182, 1007.94),
(9251, 9632, 198, 2494.80),
(3406, 7639, 7, 1258.56),
(6877, 3372, 130, 3026.26),
(7257, 3064, 1, 4376.40),
(7694, 9896, 139, 1644.15),
(6776, 6396, 143, 1963.42),
(3915, 7170, 98, 2199.07),
(1926, 1463, 78, 4222.02),
(2999, 1313, 50, 2908.28),
(7226, 8356, 154, 2888.57),
(4912, 279, 41, 4683.26),
(8249, 6608, 5, 1640.86),
(2610, 1123, 165, 2093.77),
(9643, 334, 80, 3339.43),
(8463, 2356, 17, 1767.71),
(1919, 8900, 20, 4628.28),
(1396, 2325, 78, 4773.34),
(1369, 1325, 66, 1539.75),
(7081, 8914, 79, 4655.33),
(6217, 4877, 13, 4002.62),
(5333, 5794, 47, 4891.56),
(991, 7998, 9, 3464.10),
(8658, 6963, 223, 1171.94),
(8824, 6619, 154, 1979.34),
(6885, 5977, 155, 2350.41),
(5676, 8683, 187, 2225.35),
(5094, 3241, 18, 1188.44),
(6338, 4060, 74, 1277.61),
(4895, 913, 72, 2175.99),
(1654, 6417, 16, 3694.38),
(5927, 5209, 9, 3857.41),
(2608, 852, 100, 4822.51),
(2637, 6702, 214, 1434.34),
(809, 5118, 151, 1285.39),
(934, 4389, 1, 4807.08),
(1348, 1747, 226, 3553.41),
(4702, 2240, 166, 3584.67),
(8847, 5441, 189, 2485.80),
(6682, 8921, 16, 3993.14),
(1233, 4634, 7, 1913.98),
(3014, 4826, 12, 4080.06),
(7995, 531, 166, 2111.81),
(4731, 9979, 93, 4520.23),
(7603, 4684, 174, 2696.30),
(7612, 4568, 84, 1407.76),
(2338, 8974, 64, 2600.43),
(4941, 5171, 139, 4053.81),
(2303, 5419, 47, 3470.34),
(6351, 3762, 46, 2413.88),
(9333, 7302, 214, 1228.13),
(329, 8407, 195, 4644.72),
(7980, 659, 43, 4342.91),
(291, 3241, 102, 4383.49),
(6864, 7901, 70, 4495.78),
(1549, 2897, 153, 2413.04),
(2707, 2193, 112, 4971.24),
(1005, 1241, 82, 2400.04),
(5120, 7579, 183, 3161.18),
(3126, 9684, 23, 3967.56),
(4191, 2650, 117, 2332.01),
(8805, 6088, 61, 3435.60),
(6703, 4247, 166, 1819.54),
(9211, 9209, 30, 2163.13),
(9372, 4248, 20, 4528.95),
(7920, 564, 168, 1460.58),
(7478, 5755, 208, 3899.85),
(4659, 7912, 12, 3243.14),
(9063, 5569, 80, 4295.17),
(2572, 1109, 93, 2496.15),
(4265, 6391, 47, 4105.35),
(2900, 7325, 66, 4360.38),
(9897, 5120, 176, 3523.82),
(4458, 1366, 195, 3392.83),
(1361, 9908, 165, 1148.77),
(1282, 6070, 21, 3984.22),
(1824, 9304, 167, 1809.70),
(8877, 6735, 210, 3842.59),
(7967, 3235, 182, 3673.91),
(5325, 4337, 150, 3531.44),
(635, 4950, 202, 3441.91),
(7549, 2513, 150, 2427.85),
(8354, 9729, 106, 4067.12),
(5447, 1957, 142, 3377.74),
(1272, 3181, 56, 1830.92),
(7433, 6947, 144, 4964.88),
(1401, 7351, 226, 4382.02),
(7718, 5162, 82, 1892.22),
(3468, 1661, 143, 3972.70),
(9163, 286, 6, 4123.15),
(397, 3777, 46, 1540.80),
(11, 726, 169, 4672.58),
(3659, 2069, 161, 3219.44),
(3873, 367, 150, 2940.62),
(761, 3775, 142, 2795.03),
(1627, 3963, 2, 3367.17),
(5575, 1139, 145, 1887.62),
(9945, 9322, 232, 2581.12),
(5563, 2466, 90, 4919.88),
(4453, 6264, 225, 3893.16),
(4594, 378, 74, 2732.11),
(5085, 5685, 35, 2119.19),
(5739, 2536, 131, 1961.00),
(4680, 2316, 64, 1437.06),
(6468, 9838, 74, 1138.06),
(4092, 4928, 112, 1784.81),
(8410, 376, 43, 3069.57),
(6686, 5599, 23, 1125.95),
(9710, 6883, 38, 3669.57),
(9753, 9159, 207, 4816.54),
(7493, 3046, 208, 2532.02),
(1381, 1382, 65, 4602.67),
(3345, 2118, 44, 3933.45),
(7099, 7934, 34, 2701.36),
(972, 8455, 59, 2217.54),
(6177, 7880, 96, 1972.63),
(1387, 4524, 210, 2442.06),
(3292, 9478, 143, 2809.75),
(1767, 8901, 38, 2195.36),
(4846, 5802, 136, 4080.81),
(212, 1312, 94, 4767.18),
(7896, 9912, 92, 2191.79),
(5417, 4134, 144, 3950.51),
(6521, 6000, 206, 3749.92),
(2559, 1349, 2, 4005.79),
(9060, 8188, 101, 2932.81),
(5526, 4086, 211, 4456.42),
(6882, 9417, 3, 1127.94),
(5907, 5833, 32, 2601.29),
(6399, 434, 90, 3526.68),
(4454, 9886, 187, 1069.79),
(6841, 7147, 208, 1587.16),
(1694, 7736, 4, 4389.84),
(2214, 7979, 87, 2945.30),
(6134, 1864, 28, 2241.40),
(2180, 808, 130, 1958.69),
(4469, 3107, 197, 2246.21),
(4748, 925, 149, 3983.74),
(7026, 8953, 94, 1975.36),
(7671, 3874, 102, 4561.51),
(6029, 5077, 134, 3225.60),
(2075, 5889, 52, 3500.28),
(331, 1116, 91, 1750.40),
(1684, 649, 229, 2467.01),
(5932, 8173, 9, 2906.39),
(6597, 2356, 97, 3239.27),
(6468, 4288, 66, 4489.60),
(4804, 1265, 42, 1437.92),
(9294, 3009, 161, 1349.33),
(3273, 244, 63, 1443.48),
(1487, 9284, 90, 4848.22),
(3050, 1341, 135, 2579.45),
(3550, 7489, 166, 4713.42),
(4865, 7016, 144, 2939.45),
(9888, 7530, 117, 4228.10),
(2858, 8280, 127, 1506.50),
(2155, 7735, 58, 4373.98),
(6874, 5612, 129, 3551.05),
(3054, 2184, 4, 3144.63),
(2862, 6378, 143, 4309.15),
(9318, 2733, 222, 4397.57),
(359, 4933, 59, 3431.65),
(5329, 4277, 103, 3644.69),
(8227, 4750, 222, 1357.53),
(2910, 9395, 155, 4701.65),
(1761, 226, 47, 4818.52),
(4671, 5676, 180, 3970.36),
(749, 912, 100, 4698.51),
(9457, 667, 84, 3323.76),
(6697, 7504, 188, 1588.90),
(4798, 8506, 176, 2179.89),
(4659, 2420, 64, 2943.89),
(1171, 4241, 19, 3698.27),
(4895, 7725, 51, 1979.13),
(2213, 9534, 48, 1350.18),
(6925, 3928, 116, 3725.39),
(2189, 3422, 20, 1029.81),
(9427, 8612, 95, 3583.70),
(5909, 5333, 170, 2676.55),
(5584, 5876, 106, 2556.48),
(1584, 7814, 32, 4520.72),
(8454, 3458, 43, 2847.36),
(8727, 4591, 225, 4659.64),
(5918, 2241, 142, 4858.24),
(2439, 5037, 112, 2475.82),
(367, 1344, 133, 1879.38),
(1390, 114, 199, 1686.94),
(8235, 8721, 208, 4740.87),
(1347, 6741, 10, 1067.04),
(3710, 8252, 229, 1795.22),
(4859, 4953, 188, 3768.10),
(8841, 2196, 38, 4266.63),
(7273, 5668, 93, 1415.34),
(1071, 4527, 40, 3257.07),
(2094, 2027, 197, 4367.16),
(6398, 3654, 176, 3088.62),
(7655, 3525, 61, 4850.99),
(3279, 5722, 188, 4653.58),
(6813, 5946, 201, 2819.29),
(8962, 7859, 138, 1361.60),
(6574, 9231, 144, 4304.17),
(6922, 1876, 213, 1488.21),
(42, 5870, 222, 4986.32),
(7224, 1947, 58, 1869.21),
(6082, 5552, 179, 2711.43),
(8192, 3528, 87, 2003.92),
(6757, 4604, 159, 2775.93),
(1243, 9353, 73, 2900.98),
(7634, 5096, 137, 4328.11),
(7770, 199, 169, 4022.89),
(2483, 855, 160, 4974.54),
(3558, 8253, 89, 1695.46),
(2036, 7540, 117, 4342.07),
(4672, 920, 216, 2168.82),
(9046, 2648, 107, 1586.77),
(9789, 6655, 162, 4574.55),
(5340, 4326, 44, 4267.12),
(7641, 4827, 64, 2821.06),
(1742, 9653, 231, 1202.36),
(8204, 3897, 225, 4465.22),
(3356, 2800, 151, 2108.03),
(5928, 4433, 84, 3821.18),
(4300, 7304, 212, 2318.45),
(6396, 1016, 13, 1132.01),
(2598, 5016, 169, 3926.51),
(6707, 6126, 160, 3791.55),
(2081, 2441, 146, 1243.00),
(9175, 9365, 38, 1479.62),
(2293, 8454, 84, 4947.20),
(4005, 4631, 49, 2446.97),
(4019, 4226, 61, 1423.63),
(177, 9526, 84, 2625.69),
(5583, 7213, 151, 1616.70),
(9431, 8992, 79, 2551.24),
(3578, 745, 94, 2856.09),
(4680, 1269, 152, 1402.94),
(738, 7967, 43, 4244.70),
(2642, 7558, 157, 1568.03),
(7483, 8903, 26, 3137.06),
(9413, 7267, 16, 4376.60),
(993, 139, 166, 1052.49),
(4753, 2773, 55, 1089.62),
(5216, 7867, 65, 1514.05),
(606, 7334, 190, 2367.56),
(6838, 5114, 17, 4402.00),
(1752, 1926, 181, 4640.45),
(2450, 3633, 58, 1622.15),
(5798, 7451, 89, 1859.09),
(8861, 8095, 71, 1819.43),
(155, 172, 107, 1225.66),
(5425, 9177, 150, 3231.73),
(2825, 5134, 195, 3196.48),
(6072, 3307, 30, 1082.44),
(1768, 8470, 92, 4657.31),
(342, 7424, 45, 1831.20),
(7221, 3678, 170, 2198.36),
(4844, 6347, 177, 2985.98),
(6967, 3038, 153, 3514.98),
(9264, 4028, 229, 1547.08),
(8033, 8378, 96, 4705.66),
(1936, 3051, 169, 3123.94),
(4695, 7288, 62, 3503.76),
(7123, 8808, 93, 3836.13),
(2173, 4309, 196, 2150.21),
(4391, 4796, 94, 2218.09),
(3499, 5039, 143, 2196.31),
(8739, 3952, 205, 4397.52),
(9332, 4756, 97, 1441.65),
(5318, 1765, 153, 1060.91),
(1447, 7850, 229, 1598.59),
(3129, 3759, 41, 4219.44),
(1310, 2045, 188, 4000.02),
(7341, 5051, 205, 4080.91),
(5367, 2505, 166, 4392.10),
(4211, 6055, 5, 1956.59),
(5554, 8437, 152, 1164.59),
(6494, 835, 84, 4049.21),
(1471, 4527, 170, 2409.68),
(2114, 9042, 108, 2303.30),
(282, 6019, 210, 1251.57),
(7857, 4529, 175, 2489.29),
(8209, 2591, 28, 2353.15),
(8995, 5163, 231, 4953.65),
(257, 8514, 16, 4706.01),
(8505, 6744, 134, 3898.40),
(618, 7828, 34, 3999.95),
(6296, 7541, 7, 2734.28),
(9375, 7374, 148, 4238.00),
(4181, 5199, 185, 2723.23),
(3498, 502, 163, 2360.21),
(433, 9408, 221, 4059.28),
(7367, 7115, 194, 2785.19),
(5200, 4077, 220, 3192.97),
(3712, 7643, 131, 1163.07),
(978, 193, 6, 4072.74),
(7813, 4038, 148, 4117.53),
(4367, 5496, 221, 3017.63),
(4627, 9031, 224, 4842.02),
(7134, 1434, 229, 4121.85),
(4825, 8970, 33, 2747.26),
(6933, 4424, 48, 2216.60),
(8648, 5945, 202, 3065.19),
(3855, 2130, 2, 2306.07),
(8545, 2640, 157, 3283.76),
(7625, 5383, 205, 4066.81),
(6616, 5806, 106, 4222.31),
(8243, 6051, 63, 1161.22),
(9179, 4997, 1, 1149.05),
(7226, 8184, 98, 3080.07),
(3820, 8630, 25, 2850.63),
(6276, 6754, 71, 2699.29),
(3751, 1002, 108, 4754.43),
(9799, 422, 195, 1826.16),
(2060, 1992, 92, 1428.50),
(8067, 9713, 192, 2741.37),
(644, 2216, 151, 1101.71),
(6212, 988, 120, 2008.94),
(4684, 8197, 143, 4184.64),
(5539, 4074, 81, 3634.55),
(8081, 3626, 97, 2276.05),
(1779, 9806, 63, 4002.52),
(5758, 8197, 153, 3587.05),
(6869, 3141, 177, 3647.29),
(1642, 5949, 192, 1931.59),
(2185, 5123, 218, 1567.34),
(6476, 1055, 32, 4772.50),
(8663, 7272, 186, 1050.54),
(8149, 2224, 182, 4114.35),
(3503, 8588, 201, 3321.38),
(8010, 9543, 218, 4295.87),
(6318, 5665, 66, 4433.81),
(8771, 9036, 143, 1402.24),
(943, 908, 224, 1835.13),
(4486, 6581, 186, 2170.38),
(6244, 9748, 38, 2925.27),
(9097, 2729, 26, 1504.04),
(4196, 6193, 40, 2069.11),
(5384, 4626, 177, 4989.39),
(4261, 9049, 185, 3106.22),
(3265, 2523, 59, 3019.01),
(8754, 3132, 97, 1860.79),
(3947, 13, 185, 1863.70),
(5657, 4089, 112, 1395.54),
(7587, 4373, 169, 4597.77),
(4868, 9599, 127, 4622.41),
(9748, 2066, 68, 4111.77),
(7108, 2397, 4, 2242.47),
(4216, 1575, 75, 4099.17),
(5720, 4715, 176, 4744.45),
(6275, 7318, 116, 3139.63),
(3359, 841, 22, 2422.29),
(4629, 7058, 14, 1371.18),
(6391, 645, 181, 4014.36),
(1444, 7885, 180, 3774.78),
(3707, 6657, 74, 4010.05),
(6254, 1337, 24, 4631.34),
(889, 5624, 107, 1550.37),
(8845, 7872, 175, 4144.98),
(298, 1078, 63, 2310.94),
(9602, 2082, 231, 1284.42),
(3810, 409, 44, 1118.39),
(7441, 36, 17, 1757.55),
(9719, 5784, 61, 2523.04),
(2207, 9002, 75, 2953.22),
(4223, 1479, 140, 3229.97),
(3007, 7952, 55, 2905.45),
(3507, 8963, 184, 2135.59),
(7051, 8178, 114, 3821.55),
(9554, 7812, 6, 2457.82),
(1215, 5511, 40, 1857.14),
(7417, 4828, 159, 3760.42),
(7161, 9709, 219, 1574.21),
(7700, 2286, 15, 2099.91),
(828, 571, 44, 1163.02),
(1738, 1667, 123, 2075.04),
(7617, 3957, 160, 1506.36),
(34, 6707, 115, 3723.31),
(6802, 8048, 202, 4653.61),
(8055, 69, 92, 4800.90),
(7275, 8019, 41, 2048.76),
(8139, 2002, 31, 2359.18),
(1133, 3253, 23, 4085.10),
(4126, 2445, 44, 3324.84),
(871, 848, 13, 2946.53),
(9585, 3705, 74, 1555.81),
(7119, 8671, 78, 1291.49),
(1816, 8115, 86, 1320.58),
(3933, 8345, 166, 3166.36),
(5525, 5245, 108, 3515.13),
(2821, 5225, 36, 3453.05),
(5897, 432, 32, 3701.76),
(6325, 2304, 26, 3659.67),
(9167, 4089, 45, 2535.99),
(5056, 1143, 176, 2057.08),
(3662, 2922, 179, 2765.56),
(5093, 9691, 90, 3141.64),
(4491, 6060, 179, 1273.60),
(1718, 3959, 224, 4088.71),
(9642, 3873, 96, 1625.03),
(2276, 1907, 59, 2509.79),
(28, 9446, 101, 2015.96),
(8706, 1690, 48, 2273.24),
(8555, 6224, 54, 2620.83),
(3371, 9228, 4, 1270.07),
(889, 7159, 97, 2760.70),
(4397, 376, 210, 1798.59),
(5329, 2725, 161, 3419.93),
(1431, 8768, 59, 4335.67),
(7170, 1069, 217, 4189.43),
(8343, 1648, 89, 3572.91),
(9617, 4499, 6, 2694.63),
(7816, 20, 4, 1791.54),
(1628, 4565, 116, 3317.15),
(3476, 9918, 41, 3386.23),
(5105, 2899, 24, 1855.96),
(6719, 6408, 201, 2911.39),
(80, 9746, 55, 2238.18),
(3400, 4441, 156, 1597.57),
(4135, 4645, 11, 2974.43),
(1124, 5004, 98, 3290.22),
(1140, 2997, 139, 3192.83),
(7846, 7792, 117, 3832.66),
(4333, 4106, 160, 2535.26),
(9290, 685, 17, 1049.25),
(3022, 8135, 123, 1102.41),
(9552, 210, 152, 1757.10),
(5346, 2901, 173, 3097.33),
(740, 3262, 217, 3095.03),
(5145, 8254, 34, 1677.52),
(3065, 2071, 105, 4093.78),
(4813, 9790, 163, 1471.78),
(3648, 8534, 183, 2448.95),
(6011, 5662, 9, 1739.17),
(9375, 489, 184, 1666.78),
(1371, 1855, 49, 1605.73),
(3450, 4901, 86, 4346.20),
(4304, 5034, 78, 4082.64),
(2005, 2266, 9, 1559.10),
(5235, 1632, 176, 4482.41),
(7558, 8752, 52, 2161.80),
(2697, 9990, 105, 3651.31),
(8078, 3689, 44, 2705.07),
(2439, 7743, 80, 2443.51),
(5053, 8727, 45, 3926.64),
(7792, 415, 158, 3769.49),
(2331, 2931, 89, 3540.23),
(9870, 7742, 227, 3556.00),
(4869, 3517, 171, 3737.22),
(3720, 3092, 4, 2756.47),
(7620, 1229, 223, 2081.97),
(9088, 7484, 206, 4357.24),
(5061, 8320, 13, 2862.12),
(8265, 9318, 18, 2632.19),
(753, 8696, 50, 3517.79),
(6692, 7045, 154, 2372.76),
(8093, 6469, 3, 4093.70),
(375, 5643, 161, 4617.37),
(3895, 4305, 149, 1892.16),
(8973, 4774, 130, 2904.79),
(5374, 1033, 62, 3272.58),
(6480, 8439, 63, 4545.22),
(3333, 8950, 40, 3187.75),
(6366, 8437, 159, 3224.80),
(5148, 3766, 129, 4315.25),
(7172, 306, 154, 1648.34),
(2089, 3173, 214, 1370.12),
(7102, 7704, 111, 4931.12),
(6749, 9015, 47, 3820.22),
(9436, 8415, 190, 4292.72),
(246, 7241, 59, 3856.11),
(44, 8439, 182, 1334.24),
(2895, 6016, 212, 1649.88),
(7881, 2340, 196, 2776.03),
(942, 3132, 49, 1618.38),
(6278, 8953, 182, 4815.10),
(6135, 1472, 124, 4576.93),
(5519, 3160, 204, 2496.87),
(7538, 8400, 83, 4100.10),
(352, 9539, 230, 4121.06),
(8931, 8159, 223, 2436.57),
(7816, 4090, 36, 1404.22),
(6898, 968, 227, 4333.12),
(6901, 6682, 230, 2079.33),
(1138, 7919, 204, 3174.22),
(2391, 8090, 35, 3860.08),
(5451, 577, 25, 4357.22),
(8450, 5802, 97, 4040.26),
(495, 2469, 117, 4680.93),
(4587, 8840, 76, 4514.33),
(1622, 7108, 16, 1599.88),
(5727, 626, 43, 3460.61),
